Date,Open,High,Low,Close,Volume
2022-06-24 00:00:00-04:00,36.37830547380863,37.13758937838505,36.27258560076324,37.10875701904297,38159900
2022-06-27 00:00:00-04:00,37.35864164432377,37.541256342422464,36.97419678810519,37.12797546386719,29585300
2022-06-28 00:00:00-04:00,37.07992466217949,37.50281515350909,36.27258560318788,36.31102752685547,37824200
2022-06-29 00:00:00-04:00,36.08035968856555,36.13802440464719,35.58057803974381,35.84008026123047,25437200
2022-06-30 00:00:00-04:00,35.76319333506816,36.52247729561722,35.30185721971993,35.95541763305664,35141000
2022-07-01 00:00:00-04:00,35.64785548376173,35.753579016919076,34.48490395177702,34.92701721191406,40596300
2022-07-05 00:00:00-04:00,34.53295705393824,35.31146366122764,34.15812176144169,35.263404846191406,33215000
2022-07-06 00:00:00-04:00,35.38835444815032,35.96502361834402,35.04235147948483,35.5517463684082,26258300
2022-07-07 00:00:00-04:00,36.41675256485634,36.8396467399616,36.262973864738086,36.65703201293945,33165400
2022-07-08 00:00:00-04:00,36.195692557252386,36.6570286148414,35.93619033741361,36.51286315917969,22566300
2022-07-11 00:00:00-04:00,36.19569143589785,36.20530099942836,35.5901862750328,35.753578186035156,25904300
2022-07-12 00:00:00-04:00,36.186081527215265,36.23413667715538,35.55174401543619,35.763187408447266,30546300
2022-07-13 00:00:00-04:00,35.25379621961083,35.974634467831265,35.19612783985894,35.763187408447266,27059200
2022-07-14 00:00:00-04:00,35.551749199808874,36.67625527115609,34.8789660034192,36.243751525878906,36690700
2022-07-15 00:00:00-04:00,36.78197649765186,37.16642139537365,36.26297203603556,37.11836624145508,32892300
2022-07-18 00:00:00-04:00,37.579699810423456,37.81036966675988,37.03186302629405,37.204864501953125,30814400
2022-07-19 00:00:00-04:00,37.791147245745755,39.146323040852494,37.714259737124316,38.65615463256836,53095300
2022-07-20 00:00:00-04:00,38.6465434502652,39.088656730790476,38.02181911901162,38.98293685913086,36387900
2022-07-21 00:00:00-04:00,38.93487663022782,39.069436188729185,38.271706733435686,39.03099060058594,29661200
2022-07-22 00:00:00-04:00,38.80032156153186,38.93487745651573,37.425922920414074,37.67581558227539,41350000
2022-07-25 00:00:00-04:00,37.75270416701528,37.87765050149779,37.051088647245194,37.63737106323242,32263400
2022-07-26 00:00:00-04:00,37.57970054448951,38.03142703602015,37.36825714395494,37.44514465332031,35925500
2022-07-27 00:00:00-04:00,37.74309313881655,38.84837631214469,37.70464755025562,38.61771011352539,42571600
2022-07-28 00:00:00-04:00,38.53121088029683,38.560043239659265,37.52203797250578,38.165985107421875,56662300
2022-07-29 00:00:00-04:00,34.21579310250275,35.19613372394041,33.8697937652661,34.898189544677734,125292400
2022-08-01 00:00:00-04:00,34.64829406810615,36.22452658756867,34.64829406810615,35.522911071777344,52513400
2022-08-02 00:00:00-04:00,35.167298068592935,35.234576016729804,34.60023845831561,34.60984802246094,53929400
2022-08-03 00:00:00-04:00,34.68674042834296,35.16729931282187,33.889010920248765,35.10002136230469,59513900
2022-08-04 00:00:00-04:00,34.959250626727744,35.04662463498707,34.32821941453215,34.61946487426758,54046300
2022-08-05 00:00:00-04:00,34.31850424166154,34.64858336987693,34.15346652924706,34.357337951660156,40205100
2022-08-08 00:00:00-04:00,34.32821650569442,34.91070737580729,34.17288536010522,34.347633361816406,41534600
2022-08-09 00:00:00-04:00,34.19230095574876,34.269964673987026,33.396228401027486,33.512725830078125,48202300
2022-08-10 00:00:00-04:00,33.96901578097133,34.36705209474233,33.580686044098094,34.33792495727539,42243300
2022-08-11 00:00:00-04:00,34.60004633284322,35.231081217719264,34.45442546175497,34.55150604248047,35569700
2022-08-12 00:00:00-04:00,34.75537592237643,35.085455066753184,34.629168210394745,35.056331634521484,37675200
2022-08-15 00:00:00-04:00,35.04662633782346,35.366998951469476,34.66800685143245,35.279624938964844,25400600
2022-08-16 00:00:00-04:00,35.10487162416832,35.51261818887755,34.6582950512759,35.133995056152344,25000200
2022-08-17 00:00:00-04:00,34.76508523417262,35.027207227120115,34.240841248277626,34.735958099365234,29176100
2022-08-18 00:00:00-04:00,34.638880107281146,35.269914993264685,34.53208924626362,35.143707275390625,24598200
2022-08-19 00:00:00-04:00,34.75537623021808,34.9786645205409,34.16317508035091,34.347633361816406,31425500
2022-08-22 00:00:00-04:00,33.97872133918419,34.03697190898487,32.74577872047024,32.852569580078125,51006100
2022-08-23 00:00:00-04:00,32.98848546464153,33.38652178568526,32.92052831495505,32.9593620300293,30687100
2022-08-24 00:00:00-04:00,32.97877724861367,32.998194105185824,32.61957095710881,32.871986389160156,25105700
2022-08-25 00:00:00-04:00,32.88169544390861,33.91076669946949,32.8331551505133,33.87193298339844,29799100
2022-08-26 00:00:00-04:00,33.93018659052934,34.007850326226816,32.37687113931917,32.38658142089844,44851500
2022-08-29 00:00:00-04:00,32.26037113422166,32.43511915496307,31.852628221416385,31.978832244873047,32976800
