Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-06-24 00:00:00-04:00,13.97354180960059,14.357498660378866,13.960952745493962,14.10572338104248,46126600,0.0,0.0
2008-06-25 00:00:00-04:00,14.118313097564233,14.477093037267908,14.112018565220046,14.256789207458496,54778100,0.0,0.0
2008-06-26 00:00:00-04:00,14.074254510156619,14.174964640415817,13.58958625793457,13.58958625793457,56482100,0.0,0.0
2008-06-27 00:00:00-04:00,13.595878591917652,13.746943762870604,13.356691170822698,13.526639938354492,60068800,0.0,0.0
2008-06-30 00:00:00-04:00,13.476287063289718,13.784711987325055,13.432226531364591,13.520347595214844,50166900,0.0,0.0
2008-07-01 00:00:00-04:00,13.400758445828318,13.740654921093947,13.29375375535289,13.577000617980957,66857400,0.0,0.0
2008-07-02 00:00:00-04:00,13.614756779186607,13.728055922516798,13.136384485995176,13.174150466918945,47772900,0.0,0.0
2008-07-03 00:00:00-04:00,12.979027823826911,13.092325792719217,12.752429484923967,13.004204750061035,41363800,0.0,0.0
2008-07-07 00:00:00-04:00,13.07973772369612,13.381868037097899,12.771312878695245,13.035676002502441,47325800,0.0,0.0
2008-07-08 00:00:00-04:00,13.029385811600525,13.300043532236494,12.783903822310112,13.167861938476562,58443500,0.0,0.0
2008-07-09 00:00:00-04:00,13.130094464321319,13.155271393396049,12.437711506656411,12.469182968139648,68343100,0.0,0.0
2008-07-10 00:00:00-04:00,12.49436145132075,13.073445243137186,12.406239195667393,12.979029655456543,93629500,0.0,0.0
2008-07-11 00:00:00-04:00,12.765013478687948,13.331507900402547,12.58247573360907,12.991610527038574,74358200,0.0,0.0
2008-07-14 00:00:00-04:00,13.230809047775315,13.312635595587718,12.790201234927803,12.88461685180664,49072300,0.0,0.0
2008-07-15 00:00:00-04:00,12.746134752298858,13.331512984864268,12.727251157501566,13.035676002502441,100047200,0.0,0.0
2008-07-16 00:00:00-04:00,13.23710184559148,13.312633848960816,12.733549954037871,13.161568641662598,87306000,0.0,0.0
2008-07-17 00:00:00-04:00,13.375577332926362,14.099431866125775,13.24339573319894,13.841361999511719,94030200,0.0,0.0
2008-07-18 00:00:00-04:00,13.778416252252732,13.954659565139382,13.51405188320243,13.904304504394531,54733400,0.0,0.0
2008-07-21 00:00:00-04:00,13.973543163128456,14.005014625884233,13.81618344823088,13.904304504394531,48686600,0.0,0.0
2008-07-22 00:00:00-04:00,13.671411598100006,13.923188102383605,13.614762004692132,13.904304504394531,74321500,0.0,0.0
2008-07-23 00:00:00-04:00,13.97354179895603,14.237906142197659,13.860242623201154,14.036484718322754,56708400,0.0,0.0
2008-07-24 00:00:00-04:00,13.879125532059545,13.935775122031973,13.608467847319277,13.639939308166504,61416300,0.0,0.0
2008-07-25 00:00:00-04:00,13.721762982724215,13.89800624839452,13.57069784096068,13.8539457321167,40234600,0.0,0.0
2008-07-28 00:00:00-04:00,13.765827552673963,13.847654071212318,13.602173315037977,13.639939308166504,49863200,0.0,0.0
2008-07-29 00:00:00-04:00,13.639933976795106,14.005008302500865,13.621050387332136,13.992419242858887,47493600,0.0,0.0
2008-07-30 00:00:00-04:00,14.036479751047008,14.130896497803048,13.394453316570537,13.992419242858887,52616100,0.0,0.0
2008-07-31 00:00:00-04:00,13.841354046353722,14.225311959234524,13.797293538428148,13.967242240905762,65269400,0.0,0.0
2008-08-01 00:00:00-04:00,14.11202031678017,14.174964447475276,13.835066862057362,14.067959785461426,42123200,0.0,0.0
2008-08-04 00:00:00-04:00,14.099433602587375,14.256793355296072,13.954662918229687,14.174966812133789,41598200,0.0,0.0
2008-08-05 00:00:00-04:00,14.409312264947458,14.59932469070796,14.225632539718703,14.580324172973633,54578500,0.14,0.0
2008-08-06 00:00:00-04:00,14.529655385045594,14.586659359381258,14.225633785898829,14.4409818649292,49927000,0.0,0.0
2008-08-07 00:00:00-04:00,14.390314327578375,15.232705064207302,14.37764771511069,14.992022514343262,113395100,0.0,0.0
2008-08-08 00:00:00-04:00,15.036355907514196,15.391046360720166,14.947683596230112,15.346710205078125,69455500,0.0,0.0
2008-08-11 00:00:00-04:00,15.264365917911725,15.669726279579825,15.156691920834989,15.441710472106934,51679900,0.0,0.0
2008-08-12 00:00:00-04:00,15.391044312860933,15.574724028160853,15.232700230596645,15.530387878417969,51900400,0.0,0.0
2008-08-13 00:00:00-04:00,15.38471356582523,15.676066134306597,15.220035554395471,15.277039527893066,46340500,0.0,0.0
2008-08-14 00:00:00-04:00,15.144033372859067,15.511391727393347,15.049027130975528,15.42905330657959,50431900,0.0,0.0
2008-08-15 00:00:00-04:00,15.422711354482585,15.517717546828907,15.315037347671614,15.365707397460938,43120100,0.0,0.0
2008-08-18 00:00:00-04:00,15.39104256875248,15.441712621012357,15.12502449237079,15.207364082336426,45839600,0.0,0.0
2008-08-19 00:00:00-04:00,15.08068658659497,15.251698446028035,14.871672494422066,14.941344261169434,66159500,0.0,0.0
2008-08-20 00:00:00-04:00,15.036357338492575,15.074359588649543,14.662665122418101,14.814675331115723,54152400,0.0,0.0
2008-08-21 00:00:00-04:00,14.649992371540122,14.73866586948351,14.440978253930345,14.599322319030762,54971900,0.0,0.0
2008-08-22 00:00:00-04:00,14.69433223116386,14.897012475775298,14.516986413094077,14.878010749816895,45352600,0.0,0.0
2008-08-25 00:00:00-04:00,14.73867108753151,14.795675067794777,14.523322986108008,14.548657417297363,42328200,0.0,0.0
2008-08-26 00:00:00-04:00,14.523319197066838,14.681663276916117,14.345973392730643,14.6626615524292,39519900,0.0,0.0
2008-08-27 00:00:00-04:00,14.63099944380289,14.935019916508983,14.58032936501854,14.827345848083496,39153600,0.0,0.0
2008-08-28 00:00:00-04:00,14.941344261169434,15.017348726649109,14.859004680819055,14.941344261169434,30305300,0.0,0.0
2008-08-29 00:00:00-04:00,14.744997546360189,14.82100200959123,14.472645602299115,14.485313415527344,53554000,0.0,0.0
2008-09-02 00:00:00-04:00,14.738668643398977,14.87167710324312,14.231966814871381,14.30163860321045,44071100,0.0,0.0
2008-09-03 00:00:00-04:00,14.30797685541754,14.30797685541754,13.623930206109804,13.642931938171387,73837200,0.0,0.0
2008-09-04 00:00:00-04:00,13.598593212006717,13.623928852237775,12.984218433241406,12.996886253356934,87863800,0.0,0.0
2008-09-05 00:00:00-04:00,12.88920654121325,13.19956074940482,12.762530811797825,13.053884506225586,67373000,0.0,0.0
2008-09-08 00:00:00-04:00,13.288234313770948,13.36424000034746,12.996881799378032,13.281900405883789,63278600,0.0,0.0
2008-09-09 00:00:00-04:00,13.180561495534757,13.237565463638342,12.806869352664371,12.876541137695312,71239500,0.0,0.0
2008-09-10 00:00:00-04:00,13.117222052748458,13.123555960455855,12.756197769912353,12.768865585327148,66190200,0.0,0.0
2008-09-11 00:00:00-04:00,12.648523046785591,12.794200499759965,12.458510658480655,12.787866592407227,85607000,0.0,0.0
2008-09-12 00:00:00-04:00,12.578853186382684,12.80053391579477,12.401507394783646,12.768865585327148,61077400,0.0,0.0
2008-09-15 00:00:00-04:00,12.325498854818669,12.78153043954394,12.243160489837212,12.262162208557129,75521100,0.0,0.0
2008-09-16 00:00:00-04:00,11.901142193658758,12.572520786246155,11.749130806592259,12.338171005249023,103752800,0.0,0.0
2008-09-17 00:00:00-04:00,12.198831034804638,12.350841243603698,11.749133110046387,11.749133110046387,93136100,0.0,0.0
2008-09-18 00:00:00-04:00,11.894808337864358,12.471180722139616,11.34377037949936,12.19882869720459,126532800,0.0,0.0
